dataset_id,geometry_id,algorithm_id,bit_rule,contamination_id,seed,point_count,bits_axis,miad,normalized_miad,m1_l1_locality,m1_l1_status,m1_l1_sampled,m1_l1_sampled_status,m1_l2_locality,m1_l2_status,m1_l2_sampled,m1_l2_sampled_status,recall_8_64,recall_8_64_status,recall_8_64_sampled,recall_8_64_sampled_status,kendall_tau_clean,frame_angle_rad,peak_rss_kb,cache_miss_rate,block_read_p95,perf_status,sort_seconds,robust_fallback_used
stanford_armadillo,E4,A4_compact_hilbert_aabb,C2_occupancy_floor1,D0,1,172974,6 7 6,0.829917141,0.0036272012,3211168.69,exact,3211168.69,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.775141062,exact,0.775141062,exact,1,,1383964,0.0504099,10.3773596,ok,0.209964,False
stanford_armadillo,E4,A4_compact_hilbert_aabb,C2_occupancy_floor1,D0,2,172974,6 7 6,0.829917141,0.0036272012,3211168.69,exact,3211168.69,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.775141062,exact,0.775141062,exact,1,,1391144,0.0478084,10.3773596,ok,0.206823,False
stanford_armadillo,E4,A4_compact_hilbert_aabb,C2_occupancy_floor1,D0,3,172974,6 7 6,0.829917141,0.0036272012,3211168.69,exact,3211168.69,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.775141062,exact,0.775141062,exact,1,,1397832,0.0444274,10.3773596,ok,0.209414,False
stanford_armadillo,E4,A4_compact_hilbert_aabb,C2_occupancy_floor1,D0,4,172974,6 7 6,0.829917141,0.0036272012,3211168.69,exact,3211168.69,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.775141062,exact,0.775141062,exact,1,,1404984,0.048188,10.3773596,ok,0.208401,False
stanford_armadillo,E4,A5_pca_compact_hilbert,C0_uniform,D0,0,172974,10 10 10,0.733285068,0.0032048651,1560558.05,exact,1560558.05,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.770774799,exact,0.770774799,exact,1,0,1411652,0.0484436,11.0498285,ok,0.216534,False
stanford_armadillo,E4,A5_pca_compact_hilbert,C0_uniform,D0,1,172974,10 10 10,0.733285068,0.0032048651,1560558.05,exact,1560558.05,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.770774799,exact,0.770774799,exact,1,0,1418644,0.0490743,11.0498285,ok,0.219945,False
stanford_armadillo,E4,A5_pca_compact_hilbert,C0_uniform,D0,2,172974,10 10 10,0.733285068,0.0032048651,1560558.05,exact,1560558.05,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.770774799,exact,0.770774799,exact,1,0,1425192,0.0462579,11.0498285,ok,0.214971,False
stanford_armadillo,E4,A5_pca_compact_hilbert,C0_uniform,D0,3,172974,10 10 10,0.733285068,0.0032048651,1560558.05,exact,1560558.05,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.770774799,exact,0.770774799,exact,1,0,1432340,0.0459197,11.0498285,ok,0.215309,False
stanford_armadillo,E4,A5_pca_compact_hilbert,C0_uniform,D0,4,172974,10 10 10,0.733285068,0.0032048651,1560558.05,exact,1560558.05,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.770774799,exact,0.770774799,exact,1,0,1439040,0.048126,11.0498285,ok,0.21859,False
stanford_armadillo,E4,A5_pca_compact_hilbert,C1_monotone_half,D0,0,172974,10 4 1,3.92338342,0.0171473757,536923.754,exact,536923.754,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.281320459,exact,0.281320459,exact,1,0,1446064,0.0435308,56.4611385,ok,0.21441,False
