dataset_id,dataset_label,geometry_id,algorithm_id,method,bit_rule,bit_allocator,contamination_id,contamination_mode,seed,frame_estimator,miad_off,miad_all,miad_all_minus_off,miad_all_minus_off_percent,normalized_miad_off,normalized_miad_all,normalized_miad_all_minus_off,normalized_miad_all_minus_off_percent
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C0_uniform,uniform,D0,clean,1.0,sample_covariance,0.733285067616,0.531333996998,-0.201951070618,-27.5405949932,0.00320486509681,0.00232222618042,-0.000882638916392,-27.5405949932
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C0_uniform,uniform,D0,clean,2.0,sample_covariance,0.733285067616,0.531333996998,-0.201951070618,-27.5405949932,0.00320486509681,0.00232222618042,-0.000882638916392,-27.5405949932
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C0_uniform,uniform,D0,clean,3.0,sample_covariance,0.733285067616,0.531333996998,-0.201951070618,-27.5405949932,0.00320486509681,0.00232222618042,-0.000882638916392,-27.5405949932
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C0_uniform,uniform,D0,clean,4.0,sample_covariance,0.733285067616,0.531333996998,-0.201951070618,-27.5405949932,0.00320486509681,0.00232222618042,-0.000882638916392,-27.5405949932
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C1_monotone_half,monotone_half,D0,clean,0.0,sample_covariance,3.92338341806,1.54521129104,-2.37817212702,-60.6153381816,0.0171473757386,0.0067534359454,-0.0103939397932,-60.6153381816
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C1_monotone_half,monotone_half,D0,clean,1.0,sample_covariance,3.92338341806,1.54521129104,-2.37817212702,-60.6153381816,0.0171473757386,0.0067534359454,-0.0103939397932,-60.6153381816
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C1_monotone_half,monotone_half,D0,clean,2.0,sample_covariance,3.92338341806,1.54521129104,-2.37817212702,-60.6153381816,0.0171473757386,0.0067534359454,-0.0103939397932,-60.6153381816
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C1_monotone_half,monotone_half,D0,clean,3.0,sample_covariance,3.92338341806,1.54521129104,-2.37817212702,-60.6153381816,0.0171473757386,0.0067534359454,-0.0103939397932,-60.6153381816
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C1_monotone_half,monotone_half,D0,clean,4.0,sample_covariance,3.92338341806,1.54521129104,-2.37817212702,-60.6153381816,0.0171473757386,0.0067534359454,-0.0103939397932,-60.6153381816
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C2_occupancy_floor1,occupancy_floor1,D0,clean,0.0,sample_covariance,0.825537482142,0.530721907483,-0.294815574659,-35.711955064,0.00360805964756,0.00231955100754,-0.00128850864002,-35.711955064
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C2_occupancy_floor1,occupancy_floor1,D0,clean,1.0,sample_covariance,0.825537482142,0.530721907483,-0.294815574659,-35.711955064,0.00360805964756,0.00231955100754,-0.00128850864002,-35.711955064
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C2_occupancy_floor1,occupancy_floor1,D0,clean,2.0,sample_covariance,0.825537482142,0.530721907483,-0.294815574659,-35.711955064,0.00360805964756,0.00231955100754,-0.00128850864002,-35.711955064
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C2_occupancy_floor1,occupancy_floor1,D0,clean,3.0,sample_covariance,0.825537482142,0.530721907483,-0.294815574659,-35.711955064,0.00360805964756,0.00231955100754,-0.00128850864002,-35.711955064
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C2_occupancy_floor1,occupancy_floor1,D0,clean,4.0,sample_covariance,0.825537482142,0.530721907483,-0.294815574659,-35.711955064,0.00360805964756,0.00231955100754,-0.00128850864002,-35.711955064
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C3_frame_core_occupancy,frame_core_occupancy,D0,clean,0.0,sample_covariance,0.818887630096,0.531139039711,-0.287748590385,-35.1389592185,0.00357899608189,0.00232137410824,-0.00125762197365,-35.1389592185
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C3_frame_core_occupancy,frame_core_occupancy,D0,clean,1.0,sample_covariance,0.818887630096,0.531139039711,-0.287748590385,-35.1389592185,0.00357899608189,0.00232137410824,-0.00125762197365,-35.1389592185
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C3_frame_core_occupancy,frame_core_occupancy,D0,clean,2.0,sample_covariance,0.818887630096,0.531139039711,-0.287748590385,-35.1389592185,0.00357899608189,0.00232137410824,-0.00125762197365,-35.1389592185
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C3_frame_core_occupancy,frame_core_occupancy,D0,clean,3.0,sample_covariance,0.818887630096,0.531139039711,-0.287748590385,-35.1389592185,0.00357899608189,0.00232137410824,-0.00125762197365,-35.1389592185
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C3_frame_core_occupancy,frame_core_occupancy,D0,clean,4.0,sample_covariance,0.818887630096,0.531139039711,-0.287748590385,-35.1389592185,0.00357899608189,0.00232137410824,-0.00125762197365,-35.1389592185
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C4_hybrid,hybrid_occupancy,D0,clean,0.0,sample_covariance,0.825537482142,0.530721907483,-0.294815574659,-35.711955064,0.00360805964756,0.00231955100754,-0.00128850864002,-35.711955064
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C4_hybrid,hybrid_occupancy,D0,clean,1.0,sample_covariance,0.825537482142,0.530721907483,-0.294815574659,-35.711955064,0.00360805964756,0.00231955100754,-0.00128850864002,-35.711955064
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C4_hybrid,hybrid_occupancy,D0,clean,2.0,sample_covariance,0.825537482142,0.530721907483,-0.294815574659,-35.711955064,0.00360805964756,0.00231955100754,-0.00128850864002,-35.711955064
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C4_hybrid,hybrid_occupancy,D0,clean,3.0,sample_covariance,0.825537482142,0.530721907483,-0.294815574659,-35.711955064,0.00360805964756,0.00231955100754,-0.00128850864002,-35.711955064
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C4_hybrid,hybrid_occupancy,D0,clean,4.0,sample_covariance,0.825537482142,0.530721907483,-0.294815574659,-35.711955064,0.00360805964756,0.00231955100754,-0.00128850864002,-35.711955064
stanford_armadillo,Stanford Armadillo,E4,A5b_robust_frame_morton,robust_frame_morton,C0_uniform,uniform,D0,clean,0.0,det_mcd,0.896696860064,0.578214731693,-0.318482128372,-35.517257008,0.00391906585332,0.00252712116188,-0.00139194469144,-35.517257008
